school_id,school_name,district,software_name,license_type,licenses_purchased,licenses_assigned,licenses_used,last_used_date,renewal_date,annual_cost,grade_band,0
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,1212,751,578,2024-02-20,2024-06-12,7272,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,1025,937,517,2024-08-18,2025-03-07,13325,Middle,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1197,1003,978,2024-05-11,2024-12-03,5985,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,769,562,556,2024-03-30,2024-09-21,12304,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1095,906,849,2024-08-16,2024-10-25,18615,High,
SCH005,Riverside High,Durham County,iReady,Per Student,999,922,535,2024-03-26,2025-03-18,14985,High,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,1304,1196,671,2024-02-10,2024-06-01,19560,Elementary,
SCH002,Pine Valley High,Wake County,iReady,Per Student,698,567,419,2024-11-05,2025-10-31,11866,Middle,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,793,775,653,2024-08-18,2025-04-16,7930,High,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,306,276,198,2024-12-04,2025-05-11,2142,Middle,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,863,569,332,2024-02-02,2024-10-31,18986,Middle,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,863,785,783,2024-02-12,2024-05-05,11219,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,222,216,157,2024-06-07,2024-11-01,2664,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1333,928,531,2024-09-26,2025-01-21,6665,High,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,780,634,560,2024-08-27,2025-06-29,10140,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,326,240,195,2024-11-01,2025-07-22,8150,High,
SCH005,Riverside High,Durham County,Canvas,Site License,1122,1000,827,2024-09-30,2025-04-06,17952,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,515,515,302,2024-08-14,2025-02-17,8240,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,368,297,150,2024-01-01,2024-10-24,3312,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1010,879,443,2024-12-18,2025-09-25,20200,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,931,707,658,2024-04-28,2024-05-31,20482,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,893,822,634,2024-07-21,2024-12-25,8930,High,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,501,367,203,2024-08-04,2025-07-20,6012,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1471,1160,871,2024-11-28,2025-09-26,19123,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,190,137,85,2024-05-28,2024-08-22,4750,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,977,725,720,2024-11-14,2025-08-22,10747,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,361,228,182,2024-01-12,2024-05-16,2888,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,306,274,249,2024-01-05,2024-06-02,2142,High,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,1060,747,548,2024-08-03,2025-02-08,21200,Middle,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1477,918,628,2024-02-11,2024-05-25,8862,High,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,196,186,153,2024-04-02,2024-08-08,2548,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,299,277,201,2024-07-16,2025-03-29,3588,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,993,971,879,2024-02-18,2024-12-10,10923,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1445,1186,923,2024-03-22,2025-03-09,8670,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,300,212,167,2024-11-22,2025-05-23,3300,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1415,1072,651,2024-04-30,2025-04-19,25470,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,392,305,301,2024-03-02,2024-10-20,4704,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1240,1145,1058,2024-12-18,2025-11-18,11160,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,559,375,314,2024-02-16,2025-01-27,8385,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,778,544,326,2024-03-05,2024-12-09,9336,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,1370,1177,1037,2024-04-08,2024-05-18,23290,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,325,259,139,2024-09-05,2025-05-17,7150,High,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,1477,1387,887,2024-10-17,2025-02-19,32494,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1009,745,678,2024-10-10,2025-01-30,7063,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,970,733,500,2024-10-04,2025-05-09,18430,High,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,1086,845,797,2024-04-04,2024-05-13,26064,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,539,405,386,2024-02-02,2024-12-03,9163,High,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1449,1378,1253,2024-03-19,2025-02-25,20286,Middle,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1362,1146,686,2024-02-19,2024-12-12,9534,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,415,257,179,2024-02-24,2024-11-28,4565,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1219,1059,926,2024-12-02,2025-09-08,25599,Elementary,
SCH005,Riverside High,Durham County,Zoom,Per Host,1258,885,467,2024-07-06,2024-11-26,30192,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,477,453,351,2024-02-10,2024-11-05,11925,Elementary,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,1192,1095,972,2024-07-07,2024-09-04,28608,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,133,125,71,2024-06-04,2024-08-12,1463,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,257,246,152,2024-09-29,2025-05-14,2827,High,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1395,1091,728,2024-10-12,2025-08-23,25110,Middle,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,1230,921,805,2024-08-22,2025-04-27,9840,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1176,910,713,2024-06-21,2024-10-09,25872,Middle,
SCH005,Riverside High,Durham County,Canvas,Site License,771,623,592,2024-06-15,2025-01-21,13878,High,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,712,550,384,2024-07-11,2025-05-18,9256,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,966,782,391,2024-01-18,2024-07-11,23184,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,326,272,137,2024-06-02,2024-10-23,3586,Elementary,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1462,1159,1145,2024-09-18,2025-07-29,33626,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,243,149,132,2024-07-01,2024-10-18,2187,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1242,872,555,2024-05-11,2024-11-10,8694,High,
SCH005,Riverside High,Durham County,Canvas,Site License,1215,1198,821,2024-02-09,2024-08-23,24300,High,
SCH002,Pine Valley High,Wake County,Canvas,Site License,1462,974,791,2024-11-24,2025-05-26,8772,Middle,
SCH005,Riverside High,Durham County,Canvas,Site License,210,133,108,2024-06-27,2025-03-06,3780,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1386,842,745,2024-11-19,2025-07-02,8316,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,134,100,84,2024-10-16,2025-01-30,2010,High,
SCH005,Riverside High,Durham County,Zoom,Per Host,502,340,182,2024-12-10,2025-07-29,9538,High,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1083,695,460,2024-08-09,2025-02-03,18411,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,738,484,363,2024-10-19,2024-12-13,16236,Middle,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,224,185,156,2024-08-10,2024-11-14,2016,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,455,397,299,2024-11-29,2025-10-17,5005,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1123,799,523,2024-02-06,2024-07-21,20214,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1229,782,448,2024-12-09,2025-08-07,22122,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,440,346,261,2024-10-31,2025-10-31,2200,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,766,685,661,2024-03-15,2024-11-25,4596,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1453,1253,785,2024-02-13,2024-05-10,8718,Middle,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,352,284,145,2024-06-24,2024-09-18,4928,Middle,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,96,78,52,2024-10-02,2025-02-17,1056,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,579,487,366,2024-11-14,2025-02-24,2895,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,1408,1383,735,2024-05-10,2024-09-04,8448,Elementary,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,1476,1162,635,2024-08-26,2025-08-26,7380,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1402,1118,927,2024-02-25,2024-04-04,19628,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,829,757,741,2024-02-20,2024-08-29,16580,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,230,161,105,2024-09-13,2025-06-04,5060,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,556,468,312,2024-06-19,2025-03-26,9452,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,760,636,499,2024-11-16,2025-05-19,9120,Middle,
SCH005,Riverside High,Durham County,iReady,Per Student,176,137,117,2024-01-16,2024-11-25,2288,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,749,650,395,2024-02-14,2024-09-26,15729,Middle,
SCH005,Riverside High,Durham County,Zoom,Per Host,1455,1105,979,2024-05-03,2025-03-22,13095,High,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,1289,1110,1014,2024-10-04,2025-01-09,14179,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1158,1044,729,2024-03-11,2024-09-15,24318,Middle,
SCH002,Pine Valley High,Wake County,Canvas,Site License,347,248,164,2024-02-04,2024-12-15,7634,Middle,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,700,494,433,2024-01-16,2024-07-27,12600,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,957,955,955,2024-11-22,2025-05-11,8613,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,319,238,122,2024-11-09,2025-10-20,4147,Middle,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1304,1018,814,2024-04-28,2024-09-23,6520,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1459,1363,818,2024-09-14,2025-08-19,29180,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,843,756,620,2024-03-11,2024-07-02,9273,High,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,886,538,407,2024-07-30,2024-12-20,9746,Middle,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,412,359,336,2024-09-07,2025-03-22,7828,Middle,
SCH002,Pine Valley High,Wake County,Canvas,Site License,879,548,468,2024-06-09,2025-01-26,21096,Middle,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1148,956,806,2024-12-26,2025-02-13,24108,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,985,612,431,2024-09-22,2025-07-24,16745,Elementary,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,843,769,706,2024-01-26,2024-06-01,11802,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,673,549,510,2024-03-26,2024-11-27,9422,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,1463,1406,848,2024-08-25,2025-08-20,27797,High,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,1075,702,443,2024-10-26,2025-08-31,9675,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,712,657,340,2024-04-01,2024-12-19,16376,Elementary,
SCH002,Pine Valley High,Wake County,Canvas,Site License,234,172,127,2024-12-20,2025-12-17,2340,Middle,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,283,259,244,2024-11-20,2025-06-23,1981,Elementary,
SCH005,Riverside High,Durham County,Zoom,Per Host,836,762,694,2024-03-22,2024-10-31,18392,High,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,399,324,306,2024-12-03,2025-03-19,3990,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,155,119,78,2024-06-07,2025-02-20,2170,Middle,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,319,242,121,2024-11-14,2025-04-22,1595,Middle,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1071,920,873,2024-01-03,2024-12-09,21420,Elementary,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1255,1090,1032,2024-08-20,2025-04-16,23845,Middle,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1279,773,511,2024-10-07,2025-03-28,30696,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,150,101,59,2024-01-29,2025-01-27,2400,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,116,111,91,2024-11-04,2025-05-05,1740,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,273,216,130,2024-03-23,2024-09-14,6552,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,1201,810,638,2024-10-23,2025-05-25,7206,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,711,614,501,2024-02-04,2024-10-09,15642,Elementary,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,1014,676,400,2024-12-21,2025-06-09,15210,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,1124,781,746,2024-04-17,2025-03-26,6744,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1338,891,692,2024-12-18,2025-11-22,18732,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,698,550,544,2024-10-21,2025-10-05,11168,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,1202,975,753,2024-11-19,2025-08-30,24040,Middle,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,526,496,322,2024-04-09,2024-05-09,4208,Middle,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1330,918,836,2024-04-16,2025-03-27,23940,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,733,618,595,2024-11-22,2025-04-09,3665,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,626,440,422,2024-02-04,2024-08-09,8764,Middle,
SCH005,Riverside High,Durham County,PowerSchool,Site License,713,430,244,2024-12-17,2025-07-05,10695,High,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,1215,1044,551,2024-03-30,2024-08-06,18225,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1031,860,838,2024-01-19,2025-01-13,9279,High,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1334,1271,1184,2024-06-20,2025-03-13,24012,Elementary,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,663,558,553,2024-01-10,2024-05-25,15249,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,185,130,100,2024-01-16,2024-08-06,3145,High,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,1219,1041,918,2024-04-05,2025-03-05,9752,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,694,432,285,2024-07-30,2024-10-12,13880,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,975,739,479,2024-09-25,2025-03-28,9750,Middle,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,126,124,74,2024-02-17,2024-10-31,2646,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1074,722,458,2024-06-23,2025-03-27,22554,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,343,230,220,2024-09-21,2024-12-27,3773,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,843,772,445,2024-01-03,2024-07-10,5058,Elementary,
SCH005,Riverside High,Durham County,Google Workspace,Per User,732,678,362,2024-02-22,2024-12-14,10248,High,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,689,520,424,2024-04-12,2024-08-18,9646,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,703,646,383,2024-05-19,2024-09-02,7030,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,81,80,46,2024-04-15,2025-02-16,1296,High,
SCH005,Riverside High,Durham County,iReady,Per Student,605,399,379,2024-05-25,2025-04-13,7260,High,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,687,585,568,2024-08-15,2024-10-09,6183,Middle,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1433,910,509,2024-07-15,2024-09-10,10031,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,416,401,351,2024-11-18,2025-08-03,9984,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,730,539,309,2024-08-26,2025-07-12,6570,High,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,1009,654,560,2024-06-07,2025-06-01,19171,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,508,340,327,2024-05-12,2024-12-14,8636,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1412,1185,924,2024-08-20,2025-05-26,7060,Middle,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,281,212,167,2024-08-24,2024-12-19,3934,Elementary,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,1226,800,660,2024-02-22,2024-10-16,9808,High,
SCH003,Cedar Grove High,Wake County,PowerSchool,Site License,1380,900,855,2024-06-03,2025-04-01,26220,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,896,659,646,2024-05-04,2025-03-10,8960,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,185,154,103,2024-12-21,2025-11-18,3330,Elementary,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,750,728,719,2024-04-30,2024-08-26,5250,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,284,245,198,2024-08-25,2025-03-09,6248,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,410,324,265,2024-02-05,2025-01-06,3280,Elementary,
SCH005,Riverside High,Durham County,Canvas,Site License,720,685,672,2024-12-04,2025-02-03,5040,High,
SCH002,Pine Valley High,Wake County,Microsoft 365,Per User,1239,1205,602,2024-03-16,2024-06-30,23541,Middle,
SCH005,Riverside High,Durham County,iReady,Per Student,848,823,706,2024-08-16,2024-12-24,9328,High,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,1217,1136,879,2024-08-10,2025-03-04,8519,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,1302,1194,727,2024-05-30,2024-07-30,20832,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,51,47,34,2024-02-26,2024-08-18,255,High,
SCH002,Pine Valley High,Wake County,Canvas,Site License,1488,1295,1287,2024-06-11,2025-01-22,25296,Middle,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,1166,807,742,2024-03-29,2024-12-27,10494,Elementary,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,837,686,556,2024-03-19,2024-0High,7533,Middle,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,196,119,68,2024-09-06,2025-05-17,1764,Middle,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,1365,1244,1088,2024-12-22,2025-11-26,24570,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,980,848,641,2024-10-09,2025-06-26,16660,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,430,366,337,2024-01-04,2024-11-24,8600,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1077,783,601,2024-10-06,2025-08-27,17232,Middle,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1213,974,847,2024-07-07,2024-10-02,27899,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,213,145,139,2024-05-23,2025-02-15,4473,Elementary,
SCH001,Oak Ridge Elementary,Wake County,PowerSchool,Site License,1299,869,559,2024-08-29,2025-08-16,9093,Elementary,
SCH005,Riverside High,Durham County,PowerSchool,Site License,689,440,307,2024-09-30,2024-11-04,13780,High,
SCH004,Maple Leaf Elementary,Durham County,PowerSchool,Site License,1010,899,824,2024-06-18,2025-02-18,16160,Elementary,
SCH003,Cedar Grove High,Wake County,iReady,Per Student,393,244,210,2024-11-01,2025-05-05,9039,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,1338,1286,1235,2024-03-27,2025-02-13,8028,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1328,823,557,2024-09-05,2024-11-16,11952,High,
SCH005,Riverside High,Durham County,Google Workspace,Per User,619,435,250,2024-11-11,2025-05-03,8047,High,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,278,243,143,2024-10-29,2025-02-13,5282,High,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,585,551,395,2024-09-05,2025-01-05,12285,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,222,151,151,2024-03-19,2024-12-27,3996,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Microsoft 365,Per User,1403,1291,816,2024-04-17,2025-03-08,22448,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,591,547,332,2024-01-27,2024-05-21,11229,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,667,643,593,2024-04-29,2024-12-09,11339,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,347,343,282,2024-01-07,2024-07-02,6593,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,696,688,365,2024-02-19,2024-12-17,17400,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1300,1059,872,2024-05-18,2024-10-31,10400,High,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1246,947,709,2024-12-11,2025-05-13,28658,High,
SCH002,Pine Valley High,Wake County,PowerSchool,Site License,741,536,428,2024-10-07,2024-11-11,3705,Middle,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,892,585,560,2024-02-23,2024-11-07,14272,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,630,442,270,2024-01-18,2024-02-29,15120,Middle,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1266,1095,769,2024-11-02,2025-10-24,10128,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1288,905,644,2024-12-02,2025-11-28,29624,Elementary,
SCH002,Pine Valley High,Wake County,Google Workspace,Per User,1474,1072,795,2024-05-30,2025-02-23,10318,Middle,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,924,908,795,2024-06-14,2024-11-22,9240,Elementary,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,177,154,126,2024-06-19,2024-08-18,2301,Elementary,
SCH003,Cedar Grove High,Wake County,Microsoft 365,Per User,952,606,554,2024-04-12,2025-03-20,16184,High,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1057,689,417,2024-10-03,2025-06-10,11627,Middle,
SCH005,Riverside High,Durham County,Zoom,Per Host,267,216,199,2024-05-12,2024-08-02,1602,High,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,1220,1104,808,2024-08-16,2024-09-24,24400,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1361,816,427,2024-12-06,2025-07-23,17693,Middle,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,725,635,611,2024-01-02,2024-10-21,14500,Middle,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,877,561,556,2024-04-25,2024-05-26,14909,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,1211,1000,978,2024-07-02,2025-01-18,16954,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Google Workspace,Per User,1344,898,636,2024-09-30,2025-04-22,9408,Elementary,
SCH004,Maple Leaf Elementary,Durham County,iReady,Per Student,1376,1032,696,2024-10-10,2024-11-29,23392,Elementary,
SCH002,Pine Valley High,Wake County,iReady,Per Student,1475,1284,751,2024-11-18,2025-06-19,29500,Middle,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,946,943,568,2024-03-12,2024-04-29,10406,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,1264,880,690,2024-07-18,2024-09-18,27808,Elementary,
SCH003,Cedar Grove High,Wake County,Canvas,Site License,1143,1112,1016,2024-01-09,2024-02-26,17145,High,
SCH001,Oak Ridge Elementary,Wake County,iReady,Per Student,137,107,60,2024-04-18,2025-04-17,2877,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,1148,764,761,2024-10-23,2025-03-21,8036,Elementary,
SCH001,Oak Ridge Elementary,Wake County,Zoom,Per Host,339,328,168,2024-08-29,2025-08-10,2034,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1378,959,486,2024-03-29,2025-03-17,8268,Middle,
SCH003,Cedar Grove High,Wake County,Google Workspace,Per User,984,902,538,2024-10-29,2024-12-30,7872,High,
SCH001,Oak Ridge Elementary,Wake County,Canvas,Site License,1268,1169,809,2024-02-02,2024-06-14,22824,Elementary,
SCH003,Cedar Grove High,Wake County,Zoom,Per Host,1439,1274,969,2024-03-02,2025-01-20,31658,High,
SCH002,Pine Valley High,Wake County,iReady,Per Student,486,486,254,2024-10-30,2025-02-25,7290,Middle,
SCH001,Oak Ridge Elementary,Wake County,Google Workspace,Per User,610,402,394,2024-07-31,2024-11-24,9760,Elementary,
SCH005,Riverside High,Durham County,Microsoft 365,Per User,948,692,643,2024-01-21,2024-04-28,7584,High,
SCH005,Riverside High,Durham County,Canvas,Site License,373,227,225,2024-09-06,2024-11-16,1865,High,
SCH001,Oak Ridge Elementary,Wake County,Microsoft 365,Per User,232,229,197,2024-10-30,2025-04-23,4176,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Zoom,Per Host,309,211,123,2024-11-23,2025-05-10,6489,Elementary,
SCH004,Maple Leaf Elementary,Durham County,Canvas,Site License,539,367,339,2024-12-20,2025-02-07,12936,Elementary,
SCH002,Pine Valley High,Wake County,Zoom,Per Host,1073,956,523,2024-11-17,2025-05-20,17168,Middle,
